 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F606W
 -2.7905 -2.7191 -2.9107 -2.8432 -2.6614 -2.4144 -2.1442 -1.9673 -1.8116 -1.6523
 -1.5025 -1.3638 -1.2359 -1.1182 -1.0094 -0.7796 -0.5750 -0.3973 -0.2998
 -2.7879 -2.5761 -2.4025 -2.2854 -2.2207 -2.1256 -1.9704 -1.8013 -1.6466 -1.5013
 -1.3636 -1.2350 -1.1167 -1.0083 -0.9086 -0.6931 -0.5217 -0.3941 -0.3041 -0.2398
 -2.6000 -2.3933 -2.2029 -2.0391 -1.9084 -1.8241 -1.7604 -1.6602 -1.5300 -1.3930
 -1.2654 -1.1464 -1.0366 -0.9361 -0.8445 -0.6500 -0.4994 -0.3882 -0.3090 -0.2513
 -0.2076
 -2.4473 -2.2624 -2.0797 -1.9103 -1.7613 -1.6353 -1.5362 -1.4668 -1.3974 -1.3029
 -1.1919 -1.0819 -0.9800 -0.8864 -0.8008 -0.6205 -0.4841 -0.3859 -0.3156 -0.2637
 -0.2235 -0.1916
 -2.3092 -2.1515 -1.9873 -1.8257 -1.6756 -1.5423 -1.4273 -1.3296 -1.2538 -1.1871
 -1.1143 -1.0278 -0.9369 -0.8500 -0.7700 -0.6004 -0.4730 -0.3837 -0.3214 -0.2757
 -0.2395 -0.2100 -0.1858 -0.1664
 -2.1821 -2.0458 -1.9053 -1.7590 -1.6159 -1.4827 -1.3642 -1.2612 -1.1724 -1.0958
 -1.0284 -0.9632 -0.8926 -0.8182 -0.7450 -0.5855 -0.4641 -0.3802 -0.3240 -0.2850
 -0.2538 -0.2279 -0.2062 -0.1879 -0.1718 -0.1592 -0.1517 -0.1504 -0.1564 -0.1701
 -2.0676 -1.9457 -1.8241 -1.6965 -1.5658 -1.4386 -1.3203 -1.2150 -1.1242 -1.0450
 -0.9737 -0.9079 -0.8454 -0.7831 -0.7199 -0.5724 -0.4559 -0.3735 -0.3218 -0.2890
 -0.2642 -0.2433 -0.2254 -0.2098 -0.1962 -0.1828 -0.1721 -0.1672 -0.1703 -0.1825
 -0.2013
 -1.9676 -1.8544 -1.7438 -1.6314 -1.5161 -1.3995 -1.2861 -1.1806 -1.0876 -1.0072
 -0.9365 -0.8718 -0.8102 -0.7513 -0.6940 -0.5595 -0.4480 -0.3667 -0.3157 -0.2866
 -0.2682 -0.2536 -0.2409 -0.2295 -0.2193 -0.2099 -0.2000 -0.1926 -0.1907 -0.1972
 -0.2136
 -1.8839 -1.7747 -1.6690 -1.5617 -1.4605 -1.3568 -1.2526 -1.1512 -1.0575 -0.9748
 -0.9033 -0.8402 -0.7815 -0.7252 -0.6706 -0.5446 -0.4391 -0.3596 -0.3071 -0.2789
 -0.2648 -0.2567 -0.2505 -0.2448 -0.2393 -0.2337 -0.2285 -0.2240 -0.2225 -0.2242
 -0.2289
 -1.8182 -1.7099 -1.6051 -1.5036 -1.4053 -1.3099 -1.2166 -1.1235 -1.0332 -0.9495
